===================================================================================================================
ORAM experiment started at: 2024-09-02_11-46-56
Parameters: N = 4096, Z = 64, rate_ratio = 1, max_burst_cnt = 1, min_relax_cnt = 270, ITR_CNT = 137438953472
===================================================================================================================
1,134217730,11,0.0022209704025407903,0,0,24367,0.018154829334732236,6162043,24213,495268,494968,300,99.9394267346164
1,268435462,807,0.08140472066681259,0,0,647910,0.2413652774335558,12918413,643557,990536,989707,829,99.91630793832834
1,402653190,3045,0.2045202673204151,0,0,2738452,0.680101899403549,21132733,2719546,1485805,1484003,1802,99.87871894360296
1,536870926,6080,0.30596536854484785,0,0,5959423,1.1100290033026876,30469366,5917753,1981073,1978505,2568,99.87037327751173
1,671088662,9801,0.39422526951396986,0,0,10398548,1.5495043461939693,41014691,10325212,2476341,2472473,3868,99.84380180274042
1,805306414,14055,0.47074939753790196,85,0.002860320456843653,15946759,1.9802101042495732,52661384,15833568,2971610,2966455,5155,99.82652501505918
1,939524166,18785,0.5389218636454528,236,0.006806813966890042,22489309,2.3936913801601016,65293790,22328841,3466878,3460455,6423,99.81473244804114
1,1073741950,24009,0.6023095935031143,624,0.015746557143978292,29595299,2.7562766801126877,78482891,29383160,3962147,3954787,7360,99.8142421268065
1,1207959734,29891,0.6661235048378693,1235,0.02769896717616319,37209165,3.080331564197378,92177152,36941152,4457415,4448923,8492,99.80948599132009
1,1342177582,35870,0.7190460401952149,2196,0.044319943167140274,45229894,3.36988894561205,106276498,44902719,4952684,4943340,9344,99.81133462179295
2,1476395430,42384,0.7719744707838517,3812,0.0699223095639669,53472357,3.6218181035538572,120594258,53083442,5447953,5437623,10330,99.81038749783635
2,1610613406,48858,0.8153764327873514,6282,0.10558865169073786,62256474,3.865389033111408,135446808,61801402,5943221,5932110,11111,99.81304750403864
2,1744831382,60989,0.9383673770824743,22819,0.35316367733478193,73851181,4.232568357007825,151200142,72904975,6438491,6410265,28226,99.56160535131602
2,1879049614,72972,1.0414555601669937,53302,0.7628671392925954,87706189,4.667582393773035,168423301,85923702,6933760,6914918,18842,99.72825710725493
2,2013267846,77131,1.0275692194718444,61668,0.8232610632547194,97032491,4.819651351636572,183234665,95043681,7429030,7417460,11570,99.84425961397383
2,2147486590,83002,1.0365788626431225,66393,0.8308791240008845,105726822,4.923282056479207,197989943,103668940,7924300,7912197,12103,99.84726726650935
2,2281705334,90397,1.0622481630370024,72830,0.8575900130975885,114986259,5.039487668989476,213067335,112813359,8419573,8402831,16742,99.80115381148188
2,2415925102,117128,1.2968152141287401,121641,1.3461095385971937,131911214,5.460070506167509,232854077,128834674,8914845,8856195,58650,99.34210858405278
2,2550144870,120227,1.2615174178319617,145258,1.5201699482563695,143283489,5.618641145819045,248559149,139556358,9410121,9398641,11480,99.87800369410765
2,2684362600,127219,1.2680541146994961,158089,1.5709168771139543,152882599,5.695303568267825,263081034,148852448,9905397,9880092,25305,99.74453320750294
3,2818580332,133309,1.2655148000175431,168790,1.5969602973852484,162185155,5.754143428205067,277733941,157896954,10400665,10388170,12495,99.87986345103894
3,2952798060,139003,1.2596629468444585,175259,1.5830183416564358,170834863,5.785524762304428,292434073,166474731,10895933,10883066,12867,99.88191006681117
3,3087015796,145122,1.2579570407349863,182019,1.5727600812254428,179754526,5.822922129996473,307390406,175319253,11391202,11377536,13666,99.8800302198135
3,3221233532,151676,1.2599614591815052,189034,1.5654336249650531,189101627,5.870472446742656,322784172,184589250,11886470,11872393,14077,99.88157123182913
