===================================================================================================================
ORAM experiment started at: 2024-09-09_08-45-27
Parameters: N = 4096, Z = 64, rate_ratio = 1, max_burst_cnt = 1, min_relax_cnt = 540, ITR_CNT = 137438953472
===================================================================================================================
1,134217730,0,0,0,0,464,0.00034570693197011354,3530593,463,248091,247951,140,99.94356909359873
1,268435462,7,0.0014107499143473266,0,0,63879,0.023796781276995433,7124354,63666,496183,495997,186,99.96251383058267
1,402653190,194,0.026058841939691244,0,0,370431,0.09199753243728795,10961666,369197,744275,743953,322,99.95673642134963
1,536870926,738,0.07431238388690017,0,0,1332942,0.2482797881137639,15451306,1328454,992367,991722,645,99.93500388465155
1,671088662,1596,0.12849672518527763,0,0,3221851,0.48009319448151666,20863382,3210849,1240459,1239365,1094,99.91180683924257
1,805306414,3018,0.20233727035088556,0,0,5892777,0.7317434569299935,27054901,5872439,1488551,1486867,1684,99.88686984859773
1,939524166,4549,0.2612578049979554,0,0,9178015,0.9768790758524469,33859885,9146085,1736643,1734407,2236,99.8712458461526
1,1073741950,6380,0.3204234813157452,0,0,13125149,1.2223746113091933,41321139,13079220,1984735,1981720,3015,99.8480905511315
1,1207959734,8420,0.37568371536024364,11,0.0004926465780320829,17714970,1.4665199084636709,49425054,17652587,2232827,2229125,3702,99.8342012166639
1,1342177582,10390,0.41704983203609025,109,0.004393340179957662,22827868,1.7008083199374966,58050056,22747017,2480919,2476807,4112,99.83425496761483
2,1476395430,12586,0.45907549504905354,161,0.005899225112964665,28305519,1.9172044565884327,67039139,28204956,2729011,2724354,4657,99.8293520986174
2,1610613406,15149,0.5062742041779904,212,0.007120509586657778,34477210,2.140626040374194,76719238,34354286,2977103,2971691,5412,99.81821253749031
2,1744831382,17845,0.5502551463271664,277,0.008587887729954646,41099653,2.3555085838343155,86848779,40952661,3225196,3219174,6022,99.81328266561164
2,1879049614,20623,0.5902554472623945,445,0.012810426132348111,48033137,2.5562463394560235,97287990,47860792,3473288,3466711,6577,99.81064052275538
2,2013267846,23263,0.6212339544159605,650,0.0174635837261968,55004975,2.7321240480725764,107765119,54807153,3721381,3714574,6807,99.81708403412604
2,2147486590,25921,0.6487718986483189,883,0.022239813699372626,62279398,2.900106490117777,118544559,62054902,3969474,3962270,7204,99.81851499720113
2,2281705334,28925,0.6811503044983237,1307,0.03097982282006459,69913608,3.064094514202466,129679971,69660992,4217568,4210099,7469,99.8229074196314
2,2415925102,32078,0.7132027892236521,1768,0.0395753351648118,77898357,3.2243697001727787,141165248,77616278,4465661,4457835,7826,99.82475158772688
2,2550144870,35093,0.7389789106836392,2151,0.045611576816171985,85749017,3.362515517260588,152518069,85437904,4713757,4705516,8241,99.8251713017875
2,2684362600,37942,0.7588711137156623,2663,0.05364067715765243,93692818,3.4903190040383074,163963123,93352277,4961853,4953161,8692,99.82482350847556
3,2818580332,40757,0.7762200178185698,3194,0.0612682685038707,101664933,3.60695531043429,175436143,101294724,5209945,5200927,9018,99.82690796160037
3,2952798060,43749,0.7951781476051595,3881,0.07105562551470014,109800121,3.7185110099542293,187071515,109399666,5458037,5448551,9486,99.82620125147558
3,3087015796,46794,0.813395349354641,4758,0.08331456800223293,118155819,3.8275093737720836,198926160,117724104,5706128,5696368,9760,99.82895581732481
3,3221233532,49799,0.829427754975459,5665,0.09505216963078986,126575726,3.9294178675123086,210843865,126112407,5954220,5944148,10072,99.83084266285088
3,3355451284,52930,0.8461703000459455,6685,0.10766634288919773,134891064,4.0200572901477845,222655614,134396492,6202312,6191712,10600,99.82909598872162
3,3489669036,56094,0.862122757895261,7747,0.11995693504224351,143355667,4.108001804183702,234617671,142829207,6450404,6439678,10726,99.83371584167442
3,3623886820,59170,0.8755981725051223,8796,0.1311408538647192,151946946,4.19292747001604,246704818,151388169,6698496,6687135,11361,99.83039476324238
3,3758104604,62470,0.8912752612405261,9896,0.14225577173756168,160775551,4.278102072680332,259028825,160183413,6946588,6935015,11573,99.83340022468585
3,3892322452,65698,0.9048840156807263,11256,0.15620455135876865,169764224,4.361514906586287,271513653,169137951,7194680,7182892,11788,99.83615671579555
3,4026540300,68901,0.9172523883827212,12956,0.17377243375831308,178934518,4.443877488462272,284176578,178272909,7442772,7430414,12358,99.83395971285967
4,4160758276,75549,0.9727655517720276,18175,0.23576217012753858,189702825,4.559332995830269,297724342,188916996,7690865,7656069,34796,99.54756714621827
